id,Best_Rank,Avg_Rank,Rank_Std,Chart_Weeks,Total_Points,Avg_Points,Title,Artists,First_Date,Last_Date,Chart_Longevity_Days,Peak_Performance,Consistency,Top10_Weeks,Top50_Weeks,Performance_Category,Top10_Rate,Top50_Rate,Worst_Rank,Rank_Range,Volatility_Score,Points_Per_Week,Dominance_Score,Consistency_Score,First_Week_Rank,Last_Week_Rank,Rank_Trajectory,Weeks_To_Peak,Performance_Cluster,Performance_Cluster_Name
6KJqZcs9XDgVck7Lg9QOTC,10,87.08695652173913,61.09300885719489,23,2620,113.91304347826087,seven,Taylor Swift,2020-07-24,2020-08-18,25,191,0.016104872648382333,0.0,0.0,Chart Dominator,0.0,0.0,193,183,0.7015173258689379,113.91304347826087,607.0082815964577,0.016104872648382333,10,190,-180,11.5,1,Strong Performer
6KL88T4Ma4ABXqzgUoEwkd,69,139.19148936170214,36.200311251287616,47,2905,61.808510638297875,Run,OneRepublic,2021-08-27,2021-10-14,48,132,0.026881495513438398,0.0,0.0,Moderate Performer,0.0,0.0,198,129,0.26007560819482084,61.808510638297875,510.99853343984165,0.026881495513438398,69,196,-127,23.5,1,Strong Performer
6KUE0HSSudAp9AOycaF6SH,17,108.05555555555556,60.28117667595673,18,1673,92.94444444444444,Make It Right,BTS,2019-04-12,2020-02-22,316,184,0.016318224522479566,0.0,0.0,Strong Performer,0.0,0.0,193,176,0.5578720720654093,92.94444444444444,541.776772166625,0.016318224522479566,17,183,-166,9.0,1,Strong Performer
6KVxMOxlSYpC5nrvyWhYhx,103,103.0,,1,98,98.0,Call My Friends,Shawn Mendes,2020-12-04,2020-12-04,0,98,,0.0,0.0,One-Week Wonder,0.0,0.0,103,0,,98.0,67.92842369487464,,103,103,0,0.5,0,Mid-Chart Mainstay
6KXKcH4QO1MiGrMQOGoADP,89,124.0625,19.316551624621475,16,1231,76.9375,PAINTING PICTURES,Superstar Pride,2023-03-13,2023-04-03,21,112,0.04922095139354789,0.0,0.0,Moderate Performer,0.0,0.0,173,84,0.15570016422868696,76.9375,317.3198945342962,0.04922095139354789,100,173,-73,8.0,0,Mid-Chart Mainstay
6KdmNK9MogmGcnO3wNZHhp,178,178.0,,1,23,23.0,Hard to Love (feat. Jessie Reyez),Calvin Harris ,2017-06-30,2017-06-30,0,23,,0.0,0.0,One-Week Wonder,0.0,0.0,178,0,,23.0,15.942385152878742,,178,178,0,0.5,0,Mid-Chart Mainstay
6KfoDhO4XUWSbnyKjNp9c4,100,156.1138211382114,24.7774366064655,123,5521,44.886178861788615,Maniac,Conan Gray,2020-03-20,2021-04-06,382,101,0.03879361688544236,0.0,0.0,Moderate Performer,0.0,0.0,199,99,0.15871392056011124,44.886178861788615,486.84843812610876,0.03879361688544236,100,199,-99,61.5,0,Mid-Chart Mainstay
6Kfoo60npYPdvNxMPMiDpX,30,89.875,44.91718570245214,8,889,111.125,Wrapped Around Your Finger,Post Malone,2022-06-03,2022-06-10,7,171,0.021778338212626924,0.0,0.0,Strong Performer,0.0,0.0,169,139,0.49977397165454396,111.125,375.72540272449356,0.021778338212626924,30,169,-139,4.0,1,Strong Performer
6KgtcmCF9Ky68XC7ezxl3s,18,101.38095238095238,60.103955626877664,42,4184,99.61904761904762,Rumors (feat. Cardi B),Lizzo,2021-08-13,2021-09-27,45,183,0.016365552601968245,0.0,0.0,Strong Performer,0.0,0.0,199,181,0.5928525449339741,99.61904761904762,688.2996211719219,0.016365552601968245,18,199,-181,21.0,1,Strong Performer
6KhAXXgDtEEahVzATvFNcn,174,174.0,,1,27,27.0,Moon,BTS,2022-06-10,2022-06-10,0,27,,0.0,0.0,One-Week Wonder,0.0,0.0,174,0,,27.0,18.714973875118524,,174,174,0,0.5,0,Mid-Chart Mainstay
6KhmSJf9FvdAcq1tr8LcYD,111,111.0,,1,90,90.0,Status (feat. Lil Uzi Vert),V,2020-05-08,2020-05-08,0,90,,0.0,0.0,One-Week Wonder,0.0,0.0,111,0,,90.0,62.383246250395075,,111,111,0,0.5,0,Mid-Chart Mainstay
6Kj17Afjo1OKJYpf5VzCeo,4,60.666666666666664,37.30728257771307,21,2947,140.33333333333334,Pain 1993 (with Playboi Carti),Drake,2020-05-01,2020-05-21,20,197,0.026104696880320966,0.0,0.0,Chart Dominator,0.0,0.0,119,115,0.6149552073249407,140.33333333333334,608.9353633115883,0.026104696880320966,4,119,-115,10.5,1,Strong Performer
6KjbNLbRjuoa8rEq5yNA6H,59,108.71428571428571,35.01768260804954,7,646,92.28571428571429,Honest,The Chainsmokers,2017-04-07,2017-04-13,6,142,0.027764140488497485,0.0,0.0,Moderate Performer,0.0,0.0,160,101,0.322107461572072,92.28571428571429,295.2806989185367,0.027764140488497485,59,160,-101,3.5,1,Strong Performer
6Kkt27YmFyIFrcX3QXFi2o,67,138.55,36.971503962689404,20,1249,62.45,Liability,Lorde,2017-03-10,2017-06-22,104,134,0.026335538381165903,0.0,0.0,Moderate Performer,0.0,0.0,199,132,0.2668459326069246,62.45,407.96600665493867,0.026335538381165903,67,160,-93,10.0,1,Strong Performer
6KlqjCLNImX7W9zYt2Xa7D,172,172.0,,1,29,29.0,Pelle Coat,Lil Durk,2023-05-26,2023-05-26,0,29,,0.0,0.0,One-Week Wonder,0.0,0.0,172,0,,29.0,20.101268236238415,,172,172,0,0.5,0,Mid-Chart Mainstay
6KmAKMya9pOL5RUl0FS46a,88,138.2,42.06185920760041,5,314,62.8,O Forse Sei Tu,Elisa,2022-02-03,2022-02-07,4,113,0.023222406519398497,0.0,0.0,Moderate Performer,0.0,0.0,189,101,0.30435498703039376,62.8,202.46882002277022,0.023222406519398497,88,189,-101,2.5,0,Mid-Chart Mainstay
6Knv6wdA0luoMUuuoYi2i1,161,177.5,23.33452377915607,2,47,23.5,My House,Flo Rida,2017-01-01,2017-01-02,1,40,0.04109387999844723,0.0,0.0,Moderate Performer,0.0,0.0,194,33,0.13146210579806236,23.5,43.94449154672439,0.04109387999844723,161,194,-33,1.0,0,Mid-Chart Mainstay
6Kq3dPaKCOeA1BcU3JgK42,187,187.0,,1,14,14.0,Somethin Tells Me,Bryson Tiller,2017-05-12,2017-05-12,0,14,,0.0,0.0,One-Week Wonder,0.0,0.0,187,0,,14.0,9.704060527839234,,187,187,0,0.5,0,Mid-Chart Mainstay
6KqOVYU3af2wsqxh1iO1lx,33,69.0,20.474374227311564,6,792,132.0,VOID,Melanie Martinez,2023-03-31,2023-04-05,5,168,0.04656713110308839,0.0,0.0,Strong Performer,0.0,0.0,91,58,0.296730061265385,132.0,326.9129050412926,0.04656713110308839,33,91,-58,3.0,1,Strong Performer
6Ks1e4WEUeOGgnTGZ4IMXo,154,154.0,,1,47,47.0,Kick It,BLACKPINK,2019-04-05,2019-04-05,0,47,,0.0,0.0,One-Week Wonder,0.0,0.0,154,0,,47.0,32.57791748631743,,154,154,0,0.5,0,Mid-Chart Mainstay
6KsFSrVS3DwG4xNAPQvznC,171,190.0,16.46207763315433,3,33,11.0,Winter Wonderland,Hanh Kerr,2018-12-25,2019-12-25,365,30,0.05726695419686788,0.0,0.0,Moderate Performer,0.0,0.0,200,29,0.086642513858707,11.0,41.58883083359672,0.05726695419686788,199,171,28,1.5,0,Mid-Chart Mainstay
6KuXb26rHuRy3ZDse1VRmx,138,169.0,43.840620433565945,2,64,32.0,Where This Flower Blooms (feat. Frank Ocean),"Tyler, The Creator",2017-07-21,2017-07-22,1,63,0.02230120793001871,0.0,0.0,Moderate Performer,0.0,0.0,200,62,0.2594119552282009,32.0,69.21257418609092,0.02230120793001871,138,200,-62,1.0,0,Mid-Chart Mainstay
6KuqAtoeVzxAYOaMveLNpH,94,135.64814814814815,27.43648404740115,54,3529,65.35185185185185,Dura,Daddy Yankee,2018-07-03,2018-08-26,54,107,0.03516609150178646,0.0,0.0,Moderate Performer,0.0,0.0,199,105,0.20226213495695047,65.35185185185185,428.7846508198744,0.03516609150178646,119,199,-80,27.0,0,Mid-Chart Mainstay
6L4XGeAdRRC32vVJpp8MdM,63,138.25,50.73706731769191,4,251,62.75,Face 2 Face,Juice WRLD,2022-12-16,2022-12-19,3,138,0.01932850182364399,0.0,0.0,Volatile,0.0,0.0,171,108,0.366995061972455,62.75,222.10243191590584,0.01932850182364399,63,171,-108,2.0,1,Strong Performer
6LKYeyLt4G4SlZ6OJwFhVS,77,137.1153846153846,32.65005595471704,26,1661,63.88461538461539,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,2018-11-22,2018-12-17,25,124,0.029717632605000786,0.0,0.0,Moderate Performer,0.0,0.0,186,109,0.2381210251956923,63.88461538461539,408.68377138453684,0.029717632605000786,77,137,-60,13.0,0,Mid-Chart Mainstay
6LNoArVBBVZzUTUiAX2aKO,147,161.33333333333334,13.576941236277538,3,119,39.666666666666664,Off The Grid,Kanye West,2021-10-04,2021-10-07,3,54,0.06860149765242289,0.0,0.0,Moderate Performer,0.0,0.0,174,27,0.0841545944397368,39.666666666666664,74.8598955004741,0.06860149765242289,147,174,-27,1.5,0,Mid-Chart Mainstay
6LOCAhFzZiavHcLJucLuDy,98,113.33333333333333,13.426342266852382,6,526,87.66666666666667,Don't Quit (feat. Travis Scott & Jeremih),"DJ Khaled, Calvin Harris",2017-06-30,2017-07-02,2,103,0.06931764001591136,0.0,0.0,Moderate Performer,0.0,0.0,128,30,0.11846772588399161,87.66666666666667,200.42874535269726,0.06931764001591136,98,128,-30,3.0,0,Mid-Chart Mainstay
6LUE5WlMgrpLouGxzJAUVv,126,126.0,,1,75,75.0,Run It Up (feat. Pop Smoke),V,2020-05-08,2020-05-08,0,75,,0.0,0.0,One-Week Wonder,0.0,0.0,126,0,,75.0,51.986038541995896,,126,126,0,0.5,0,Mid-Chart Mainstay
6LXMUR2rpxFBDo6nilS3yX,124,162.0,53.74011537017761,2,78,39.0,Cool Out,Imagine Dragons,2018-11-09,2018-11-10,1,77,0.018268138333972155,0.0,0.0,Volatile,0.0,0.0,200,76,0.3317291072233186,39.0,84.59314622744445,0.018268138333972155,124,200,-76,1.0,0,Mid-Chart Mainstay
6LZ9FO9UsGIcTKbShnfNsG,151,151.0,,1,50,50.0,Feels (feat. Khalid),WATTS,2021-03-12,2021-03-12,0,50,,0.0,0.0,One-Week Wonder,0.0,0.0,151,0,,50.0,34.657359027997266,,151,151,0,0.5,0,Mid-Chart Mainstay
6LcX2hBbXaJcK4AuefE936,97,154.75,40.5,4,185,46.25,What You Need,Don Toliver,2021-05-07,2021-05-11,4,104,0.024096385542168676,0.0,0.0,Moderate Performer,0.0,0.0,191,94,0.2617124394184168,46.25,167.38154289314642,0.024096385542168676,97,191,-94,2.0,0,Mid-Chart Mainstay
6LcauUZjF1eXQrgqMUecHX,34,82.728,45.559492477843776,125,14784,118.272,Ayy Macare,Tyga,2019-11-18,2020-03-21,124,167,0.021477897347697016,0.0,0.0,Strong Performer,0.0,0.0,196,162,0.5507142983976862,118.272,807.6590784608968,0.021477897347697016,163,196,-33,62.5,1,Strong Performer
6Lh85Pe18pqvNdDoWgTVUC,189,194.0,7.0710678118654755,2,14,7.0,Blue Christmas,Michael Bublé,2021-12-24,2021-12-25,1,12,0.12389934309929541,0.0,0.0,Moderate Performer,0.0,0.0,199,10,0.03644880315394575,7.0,13.183347464017316,0.12389934309929541,199,189,10,1.0,0,Mid-Chart Mainstay
6LkawpJyy0TZJ6Z41gMVyy,176,176.0,,1,25,25.0,The Bees Knees,Juice WRLD,2019-03-08,2019-03-08,0,25,,0.0,0.0,One-Week Wonder,0.0,0.0,176,0,,25.0,17.328679513998633,,176,176,0,0.5,0,Mid-Chart Mainstay
6Ll3qUTssdGWMxbwhMud2N,122,122.0,,1,79,79.0,Find You,Nick Jos,2017-09-15,2017-09-15,0,79,,0.0,0.0,One-Week Wonder,0.0,0.0,122,0,,79.0,54.75862726423568,,122,122,0,0.5,0,Mid-Chart Mainstay
6LnEoRQKMcaFTR5UvaKuBy,194,194.0,,1,7,7.0,Rock with you,SEVENTEEN,2021-10-22,2021-10-22,0,7,,0.0,0.0,One-Week Wonder,0.0,0.0,194,0,,7.0,4.852030263919617,,194,194,0,0.5,0,Mid-Chart Mainstay
6LsAAHotRLMOHfCsSfYCsz,3,10.785714285714286,7.702403675166288,84,15978,190.21428571428572,If I Can't Have You,Shawn Mendes,2019-05-03,2019-07-25,83,198,0.11491078066783564,0.0,0.0,Chart Dominator,0.0,0.0,27,24,0.7141301420683975,190.21428571428572,879.6449487850826,0.11491078066783564,5,26,-21,42.0,1,Strong Performer
6LtHYDgYHRCHoKK3snfr2w,13,85.51515151515152,59.72198214656938,66,7622,115.48484848484848,I'm Tired (with Zendaya) - Bonus Track,"Labrinth, Zendaya",2022-02-28,2022-04-01,32,188,0.016468500609651084,0.0,0.0,Strong Performer,0.0,0.0,199,186,0.6983789549386213,115.48484848484848,790.4822124455015,0.016468500609651084,35,195,-160,33.0,1,Strong Performer
6M1qLtDxfOeBSbM5HnIo54,157,157.0,0.0,3,132,44.0,OOPS,"Lil Yachty, 2 Chainz, K$upreme",2018-03-09,2018-03-09,0,44,1.0,0.0,0.0,Moderate Performer,0.0,0.0,157,0,0.0,44.0,60.99695188927519,1.0,157,157,0,1.5,2,Lower-Chart Resident
6M3PsepEj5gyJoIi7Xvr7u,11,77.33333333333333,60.98321392770619,141,17437,123.66666666666667,Take My Breath,The Weeknd,2021-08-16,2022-01-13,150,190,0.016133400264890185,0.0,0.0,Strong Performer,0.0,0.0,200,189,0.7885760421686145,123.66666666666667,941.6071409442395,0.016133400264890185,11,188,-177,70.5,1,Strong Performer
6MDdceLYec4AxohmorE4vH,167,167.0,,1,34,34.0,Face Of My City (feat. Lil Baby),Jack Harlow,2020-12-11,2020-12-11,0,34,,0.0,0.0,One-Week Wonder,0.0,0.0,167,0,,34.0,23.56700413903814,,167,167,0,0.5,0,Mid-Chart Mainstay
6MF4tRr5lU8qok8IKaFOBE,53,124.18181818181819,56.87146592416656,11,845,76.81818181818181,Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,2019-07-05,2019-07-15,10,148,0.017279672875582193,0.0,0.0,Volatile,0.0,0.0,199,146,0.4579693449237424,76.81818181818181,367.7661841686241,0.017279672875582193,53,196,-143,5.5,1,Strong Performer
6MF5JoJYj5uK07Si6fRAPM,110,110.0,,1,91,91.0,HEAL YOUR HEART (INTERLUDE),Brent Faiyaz,2022-07-08,2022-07-08,0,91,,0.0,0.0,One-Week Wonder,0.0,0.0,110,0,,91.0,63.07639343095502,,110,110,0,0.5,0,Mid-Chart Mainstay
6MGsx3Usu6IJbbYFoAOEtv,126,148.66666666666666,32.57811126098831,3,157,52.333333333333336,PAINTING PICTURES,Superstar Pride,2023-03-28,2023-03-30,2,75,0.029781305810425946,0.0,0.0,Moderate Performer,0.0,0.0,186,60,0.21913527754028012,52.333333333333336,103.97207708399179,0.029781305810425946,126,186,-60,1.5,0,Mid-Chart Mainstay
6MJUCumnQsQEKbCy28tbCP,34,88.78021978021978,39.178422744758244,364,40848,112.21978021978022,Adictiva,"Daddy Yankee, Anuel AA",2018-11-12,2019-05-12,181,167,0.024888980992427385,0.0,0.0,Strong Performer,0.0,0.0,191,157,0.4412967532829558,112.21978021978022,985.2828580482761,0.024888980992427385,163,184,-21,182.0,3,Volatile Performer
6MNGxu8MprKGkchUchkJsy,59,88.6413043478261,29.796246812487468,276,31011,112.3586956521739,Machika,"J Balvin, Jeon, Anitta",2018-01-20,2018-04-25,95,142,0.03247148933728227,0.0,0.0,Moderate Performer,0.0,0.0,195,136,0.3361440474247513,112.3586956521739,798.610485878602,0.03247148933728227,71,195,-124,138.0,1,Strong Performer
6MOst484piqXpzPPRRe8i5,70,117.0,66.46803743153546,2,168,84.0,vice city,XXXTENTACION,2022-01-28,2022-01-29,1,131,0.014821833242367098,0.0,0.0,Volatile,0.0,0.0,164,94,0.5681028840302177,84.0,143.91820981552237,0.014821833242367098,70,164,-94,1.0,1,Strong Performer
6MQJ0SPApUWxHYQShpZlZb,138,138.0,,1,63,63.0,Told You So,Paramore,2017-05-05,2017-05-05,0,63,,0.0,0.0,One-Week Wonder,0.0,0.0,138,0,,63.0,43.66827237527655,,138,138,0,0.5,0,Mid-Chart Mainstay
6MR5IBSNfDmiwnrlQpVw4w,97,97.0,,1,104,104.0,Club Paradise,Drake,2019-08-02,2019-08-02,0,104,,0.0,0.0,One-Week Wonder,0.0,0.0,97,0,,104.0,72.0873067782343,,97,97,0,0.5,0,Mid-Chart Mainstay
6MWoRt97mnSTXZhu3ggi9C,43,110.53846153846153,54.50017642878993,13,1176,90.46153846153847,hoax,Taylor Swift,2020-07-25,2020-08-06,12,158,0.018017960740774587,0.0,0.0,Strong Performer,0.0,0.0,195,152,0.49304265384430696,90.46153846153847,416.9710580792108,0.018017960740774587,43,195,-152,6.5,1,Strong Performer
6MWtB6iiXyIwun0YzU6DFP,1,24.50390625,21.766496659734553,256,45183,176.49609375,Wow.,Post Malone,2018-12-24,2019-09-05,255,200,0.043924193297980155,0.0,0.0,Chart Dominator,0.0,0.0,81,80,0.8882868077302799,176.49609375,1109.815216979044,0.043924193297980155,19,56,-37,128.0,3,Volatile Performer
6MbH1QiphMCPTqVEVC7UYi,29,107.52941176470588,57.68136359243212,17,1589,93.47058823529412,Nothings Into Somethings,Drake,2017-03-19,2017-04-04,16,172,0.01704118545958543,0.0,0.0,Strong Performer,0.0,0.0,192,163,0.5364240596670383,93.47058823529412,497.1439423581403,0.01704118545958543,29,192,-163,8.5,1,Strong Performer
6MjNilJCVKJq0LfFvo5jWJ,19,70.12903225806451,42.92453993966922,31,4057,130.8709677419355,Fast,Juice WRLD,2019-03-08,2019-12-10,277,182,0.02276631699213036,0.0,0.0,Strong Performer,0.0,0.0,154,135,0.6120794563614287,130.8709677419355,630.7639343095502,0.02276631699213036,20,154,-134,15.5,1,Strong Performer
6MmtDonkpvSoRx9ACwrGDu,89,89.0,,1,112,112.0,Brotha Man (feat. French Monta),A$AP Rocky,2018-05-25,2018-05-25,0,112,,0.0,0.0,One-Week Wonder,0.0,0.0,89,0,,112.0,77.63248422271387,,89,89,0,0.5,0,Mid-Chart Mainstay
6N1K5OVVCopBjGViHs2IvP,9,88.37037037037037,59.09771131676005,54,6082,112.62962962962963,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2022-02-11,2022-03-09,26,192,0.01663956876376289,0.0,0.0,Chart Dominator,0.0,0.0,194,185,0.668750295705164,112.62962962962963,769.4079715646344,0.01663956876376289,9,185,-176,27.0,1,Strong Performer
6N22FZs2ZhPBYi3b9XPajV,51,120.35606060606061,48.05231445852243,132,10645,80.64393939393939,Still Don't Know My me,Labrinth,2020-08-10,2022-03-10,577,150,0.020386397890472186,0.0,0.0,Moderate Performer,0.0,0.0,198,147,0.3992513066359263,80.64393939393939,733.5523692332631,0.020386397890472186,169,177,-8,66.0,1,Strong Performer
6N7LquYjc3c53qr4PSJbi5,181,181.0,0.0,2,40,20.0,Noche de Novela (feat. Ed Sheeran),"Paulo Londra, Ed Sheeran",2022-08-12,2022-08-12,0,20,1.0,0.0,0.0,Moderate Performer,0.0,0.0,181,0,0.0,20.0,21.972245773362197,1.0,181,181,0,1.0,2,Lower-Chart Resident
6N9U1wkWniSXD4TKD4ln0h,169,169.0,0.0,3,96,32.0,WASTING TIME (FEAT. DRAKE & THE NEPTUNES),"Brent Faiyaz, Drake, The Neptunes",2022-07-08,2022-07-08,0,32,1.0,0.0,0.0,Moderate Performer,0.0,0.0,169,0,0.0,32.0,44.3614195558365,1.0,169,169,0,1.5,2,Lower-Chart Resident
6NFyWDv5CjfwuzoCkw47Xf,24,84.9047619047619,52.874850889332386,84,9752,116.0952380952381,Delicate,Taylor Swift,2017-12-02,2018-05-23,172,177,0.018561536291843497,0.0,0.0,Strong Performer,0.0,0.0,198,174,0.6227548338059339,116.0952380952381,786.3492723987861,0.018561536291843497,183,107,76,42.0,1,Strong Performer
6NHpyYvJyQsg2nXXzGYc2R,78,111.2,29.01206645518378,5,449,89.8,Thought You Should Know,Morgan Wallen,2022-05-06,2022-05-10,4,123,0.03331993155130698,0.0,0.0,Moderate Performer,0.0,0.0,158,80,0.26089987819409877,89.8,220.38641471505076,0.03331993155130698,78,158,-80,2.5,1,Strong Performer
6NJfIydBMYrXvlaXsFxmc8,115,176.15384615384616,23.2923889847174,26,646,24.846153846153847,Ain't It Different (feat. AJ Tracey & Stormzy),Headie One,2020-08-21,2020-09-21,31,86,0.04116515673403347,0.0,0.0,Moderate Performer,0.0,0.0,200,85,0.13222753572110316,24.846153846153847,283.4419704763723,0.04116515673403347,115,200,-85,13.0,0,Mid-Chart Mainstay
6NMtzpDQBTOfJwMzgMX0zl,14,101.66666666666667,65.50133008133685,12,1192,99.33333333333333,SKELETONS,Travis Scott,2018-08-03,2018-08-14,11,187,0.015037293220705721,0.0,0.0,Strong Performer,0.0,0.0,197,183,0.6442753778492148,99.33333333333333,479.64552984530735,0.015037293220705721,14,197,-183,6.0,1,Strong Performer
6NVjujGb9fnl25fjzm5dTy,109,150.0,57.982756057296896,2,102,51.0,Freak (feat. Bonn),Avicii,2019-06-07,2019-06-08,1,92,0.016954107723087444,0.0,0.0,Volatile,0.0,0.0,191,82,0.386551707048646,51.0,101.0723305574661,0.016954107723087444,109,191,-82,1.0,0,Mid-Chart Mainstay
6NWl2m8asvH83xjuXVNsuG,52,86.58169934640523,27.2998974306645,153,17506,114.41830065359477,Betrayed,Lil Xan,2017-11-04,2018-04-05,152,149,0.035335817115592964,0.0,0.0,Moderate Performer,0.0,0.0,200,148,0.31530794194094275,114.41830065359477,750.5059377596308,0.035335817115592964,200,121,79,76.5,1,Strong Performer
6NYtLvyThMT0oALFdJFdzq,26,89.57142857142857,45.1473777121741,7,780,111.42857142857143,love language,Ariana Grande,2020-10-30,2020-11-05,6,175,0.021669703666308018,0.0,0.0,Strong Performer,0.0,0.0,157,131,0.5040377097052929,111.42857142857143,363.90226979397124,0.021669703666308018,26,157,-131,3.5,1,Strong Performer
6NZOc8kO0Fxo0fLPvIdLnW,29,81.6,35.5064939287324,10,1194,119.4,Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2022-05-13,2022-05-17,4,172,0.02739238673404764,0.0,0.0,Strong Performer,0.0,0.0,126,97,0.435128602067799,119.4,412.43798692131975,0.02739238673404764,29,126,-97,5.0,1,Strong Performer
6Na5uKk5SsqZimk0hAWo8y,15,19.666666666666668,2.1794494717703374,9,1632,181.33333333333334,Signs,Drake,2017-06-30,2017-07-08,8,186,0.3145198591387564,0.0,0.0,Strong Performer,0.0,0.0,23,8,0.11081946466628834,181.33333333333334,428.28082729689254,0.3145198591387564,15,23,-8,4.5,1,Strong Performer
6NaVCCFGylOLZAgk5eTTid,79,79.0,0.0,2,244,122.0,Marni On Me,"Future, Lil Uzi Vert",2020-11-13,2020-11-13,0,122,1.0,0.0,0.0,Moderate Performer,0.0,0.0,79,0,0.0,122.0,134.03069921750938,1.0,79,79,0,1.0,2,Lower-Chart Resident
6NfC2FKfsfzuLIF4lThw0A,88,128.0,39.28358435784596,6,438,73.0,Así Soy Yo,"Anuel AA, Bad Bunny",2020-05-29,2020-05-31,2,113,0.024824007494388515,0.0,0.0,Moderate Performer,0.0,0.0,175,87,0.30690300279567156,73.0,219.8878468432504,0.024824007494388515,88,175,-87,3.0,0,Mid-Chart Mainstay
6NfrH0ANGmgBXyxgV2PeXt,4,71.22448979591837,49.270541355429486,147,19077,129.77551020408163,La Difícil,Bad Bunny,2020-02-29,2020-07-26,148,197,0.019892365847617725,0.0,0.0,Chart Dominator,0.0,0.0,197,193,0.6917640476836804,129.77551020408163,984.4508179315307,0.019892365847617725,6,193,-187,73.5,1,Strong Performer
6Nle9hKrkL1wQpwNfEkxjh,70,128.25,45.10654054569029,16,1164,72.75,Chanel,Frank Ocean,2017-03-11,2017-03-28,17,131,0.02168889680649599,0.0,0.0,Moderate Performer,0.0,0.0,199,129,0.3517079184849145,72.75,371.1509480713643,0.02168889680649599,128,199,-71,8.0,1,Strong Performer
6NnCWIWV740gP7DQ8kqdIE,104,146.38709677419354,27.71001914994508,31,1693,54.61290322580645,Nxde,(G)I-DLE,2022-10-18,2022-11-20,33,97,0.03483104608106515,0.0,0.0,Moderate Performer,0.0,0.0,198,94,0.18929277074664996,54.61290322580645,336.17638257157347,0.03483104608106515,105,176,-71,15.5,0,Mid-Chart Mainstay
6NpsaQyLvPLjtVLWc26GKu,123,160.5,53.033008588991066,2,81,40.5,Rohdiamant Ù¢Ù Ù¢Ù ,Samra,2020-10-02,2020-10-03,1,78,0.01850720561586024,0.0,0.0,Volatile,0.0,0.0,198,75,0.33042372952642407,40.5,85.69175851611256,0.01850720561586024,123,198,-75,1.0,0,Mid-Chart Mainstay
6NriykdkRrjQMZo1sfVYUo,5,99.96,60.24220558157985,25,2526,101.04,"no body, no crime (feat. HAIM)",Taylor Swift,2020-12-11,2021-01-08,28,196,0.016328608522563976,0.0,0.0,Chart Dominator,0.0,0.0,190,185,0.6026631210642243,101.04,638.5869214522105,0.016328608522563976,5,190,-185,12.5,1,Strong Performer
6NzuJWrNriXAbSmscAuSIq,102,139.5,53.033008588991066,2,123,61.5,Codeine (feat. Gun),V,2020-05-08,2020-05-09,1,99,0.01850720561586024,0.0,0.0,Volatile,0.0,0.0,177,75,0.38016493612179975,61.5,108.76261657814287,0.01850720561586024,102,177,-75,1.0,0,Mid-Chart Mainstay
6O10oTtZIZ4DkkUqyfCbrR,76,131.16666666666666,44.78132051052834,6,419,69.83333333333333,Higher (feat. Nipsey Hussle & John Legend),DJ Khaled,2019-05-18,2019-05-23,5,125,0.021842969771263585,0.0,0.0,Moderate Performer,0.0,0.0,191,115,0.3414077802581576,69.83333333333333,243.23876863191416,0.021842969771263585,76,191,-115,3.0,1,Strong Performer
6O5TrlFWTYvznd9fMC0VvU,24,92.15789473684211,47.01929295272778,57,6204,108.84210526315789,When We Were Young,Adele,2021-10-05,2021-12-01,57,177,0.020824963020268587,0.0,0.0,Strong Performer,0.0,0.0,200,176,0.5102036356949331,108.84210526315789,718.6984128667161,0.020824963020268587,180,184,-4,28.5,1,Strong Performer
6O6M7pJLABmfBRoGZMu76Y,121,157.56410256410257,20.123035859425624,39,1694,43.43589743589744,Roses (feat. ROZES),The Chainsmokers,2017-01-01,2017-02-26,56,80,0.047341679797119465,0.0,0.0,Moderate Performer,0.0,0.0,199,78,0.1277133276676321,43.43589743589744,295.1103563291149,0.047341679797119465,121,190,-69,19.5,0,Mid-Chart Mainstay
6O7fPYTsb2mY0PiFt2ymDB,19,126.0,64.14956482055561,13,975,75.0,Aim For The Moon (feat. Quavo),Pop Smoke,2020-07-03,2020-07-21,18,182,0.015349296695294053,0.0,0.0,Strong Performer,0.0,0.0,199,180,0.50912353032187,75.0,480.308433989977,0.015349296695294053,19,194,-175,6.5,1,Strong Performer
6O85MfGECKBqAK2MgSbCaj,188,192.25,3.8821937833431974,8,70,8.75,Places,"Martin Solveig, I Wroldsen",2017-05-26,2017-06-03,8,13,0.20482595414621713,0.0,0.0,Moderate Performer,0.0,0.0,198,10,0.020193465713098557,8.75,28.563919505370855,0.20482595414621713,191,188,3,4.0,0,Mid-Chart Mainstay
6OG05bPAwUuV3OMvy2Vy1P,83,148.33333333333334,38.317967934986676,6,316,52.666666666666664,Mariners Apartment Complex,Lana Del Rey,2019-08-30,2019-09-04,5,118,0.025433664365704937,0.0,0.0,Moderate Performer,0.0,0.0,190,107,0.2583233793369888,52.666666666666664,229.61739758852696,0.025433664365704937,83,190,-107,3.0,0,Mid-Chart Mainstay
